name,subscribers,rating,Popular science,Reading room,DIY,History of IT,Electronics for beginners,Information Security,System administration,Old hardware,Hosting,Lifehacks for geeks,Astronautics,Energy and batteries,Systems engineering,Physics,Computer hardware,Gadgets,IT Infrastructure,IT-companies,Manufacture and development of electronics,Research and forecasts in IT,The future is here,CPU,Programming,Machine learning,Python,Configuring Linux,Personnel Management,Java,DevOps,IT career,Big Data,Website development,Algorithms,Tarantool,High performance,Game development,Interfaces,Search engines,Open source,Development of mobile applications,C++,IOT,Smart House,Development for IOT,Prototyping,Robotics,Biology,Health,Network technologies,Atlassian,Development Management,Brain,Project management,Service Desk,Studying in IT,Habr,Content-marketing,Community management,Legislation in IT,Social networks and communities,Conferences,Media management,Машинное обучение,Обработка изображений,Алгоритмы,Искусственный интеллект,Математика,Data Mining,Natural Language Processing,Будущее здесь,Визуализация данных,Kubernetes,Server Administration,Database Administration,Build automation,*nix,System Analysis and Design,JavaScript,ReactJS,Artificial Intelligence,Sound,Laptops,Video equipment,Cellular communication,Angular,TypeScript,Development for Android,Design,Development for iOS,IT systems testing,Professional literature,C,C#,.NET,Visual Studio,Development for Windows,Git,Finance in IT,Payment systems,Smartphones,Games and game consoles,Monitors and TV,Periphery,IT-emigration,Urbanism,Start-up development,Product Management,Data storage,Oracle,Interview,Development of communication systems,IT Standards,Network standards,Go,Web services testing,Chemistry,Biotechnologies,Ecology,Virtualization,Image processing,Hackathon,Software,Development for Linux,3D printers,Sales management,Cryptocurrencies,Cryptography,Google Chrome,Cloud services,Development for e-commerce,Patenting,Lazers,Remote work,Sport programming,Abnormal programming,PostgreSQL,SQL,Entertaining tasks,SaaS / S+S,Perfect code,Data storages,Business Models,Data visualization,Working with 3D-graphics,Reverse engineering,Microservices,E-commerce management,Kotlin,CTF,Logic games,Node.JS,Statistics in IT,Geoinformation services,Transport,Desktop PC's,Swift,Mobile applications testing,Mobile applications design,Objective C,Mathematics,Nginx,Offices of IT companies,Browsers,Industrial Programming,CAD/CAM,API,Desktop environments,GTD,Robotics development,Game design,CRM systems,ERP-systems,Circuit design,Wearable electronics,Antivirus protection,Mobile App Analytics,System Programming,FPGA,ECM,Designing and refactoring,Shells,Programming microcontrollers,Wireless technologies,Web design,Usability,Car Gadgets,Development for Tizen,Backup,Dart,Agile,Ruby on Rails,Ruby,Google Web Toolkit,Data Engineering,Spamming and anti-spamming,Browser extensions,Django,Rust,Apache,Hadoop,Cloud computing,Maps API,HTML,PHP,Biography of geeks,1C,Microsoft SQL Server,Technical Writing,MySQL,Telemedicine,Distributed systems,Semantics,Compilers,Solidity,Web analytics,Flutter,Voice user interfaces,Network hardware,Freelance,Working with video,Video conferencing,Tablets,Firefox,Multicopters,Developing for Arduino,PDF,Unity3D,Open data,IPv6,Mobile applications monetization,CSS,Decentralized networks,GitHub,Games monetization,Contextual advertising,IT Terminology,Typography,Производство и разработка электроники,Информационная безопасность,Гаджеты,Беспроводные технологии,Программирование микроконтроллеров,Системное программирование,Краудсорсинг,DIY или Сделай сам,Промышленное программирование,TDD,Internet marketing,Scala,Development for MacOS,UEFI,Matlab,Search engine optimization,Increasing Conversion Rate,Data recovery,Server optimization,Data compression,Graphic design,Language localisation,PowerShell,Branding,Adobe Flash,Microsoft Edge,Domain names administrating,Instant Messaging,SAN,Billing systems,Quantum technologies,Help Desk Software,Микросервисы,IT-инфраструктура,Облачные сервисы,Интерфейсы,Разработка веб-сайтов,Управление разработкой,Управление проектами,Openshift,Development for AR and VR,XML,Display advertising,Games promotion,Presentations,Qt,Client optimization,Web services monetization,Microsoft Azure,MongoDB,Concurrent computing,Assembler,Education abroad,Data storaging,NoSQL,Accessibility,Yandex API,Venture investment,Debugging,DNS,Google API,Safari,Firebird/Interbase,Email-marketing,Amazon Web Services,VueJS,I2P,Copyright
Учи.ру,197,42.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,51.0,36.0,26.0,22.0,21.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSTIS,211,42.78,,,,,,45.0,,,,,,,,,,,,,,,,,70.0,,,,,50.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,28.0,,,90.0,131.0,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ПСБ,204,42.31,,,,,,,,,,,,,,,,,62.0,,,,,,65.0,,,,51.0,,,92.0,,,,,,,,,,51.0,,,,,,,,,,,,,189.0,,,,,,,,134.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visiology,191,41.92,,,,,,,,,,,,,,,,,,,,49.9,,,,,,,,,,,346.7,,,,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,73.9,,,,,,,39.0,,,,,,,,,150.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.5,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zadarma,259,41.87,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,230.0,,,,,,,,,,,,,,58.0,,,,150.0,,,,,,,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БАРС Груп,274,41.75,,,,,,,,,,,,,,,,,,,,,,,37.0,,51.0,,,,25.0,,,,,,,,,,93.0,,,24.0,24.0,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Криптонит,88,41.74,,42.6,,,,30.0,,,,17.0,,,,,,,,,,,,,58.7,26.0,,,,,,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBS,302,41.71,,,,,,,,,,,,,,,,,35.0,15.0,,,,,40.0,,,,,,,15.0,58.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Московский кредитный банк,185,41.41,,,,,,,,,,,,,,,,,39.0,,,,,,44.0,35.0,29.0,,73.5,,,77.0,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,36.0,34.8,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сравни,78,41.1,,,,,,,,,,,,,,,,,21.0,,,,,,19.0,,,,17.0,,,13.0,,,,,,,,,,11.0,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,11.0,13.0,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Engines,309,41.01,,,,,,,,,,,,,,,,,,,,,,,430.0,498.5,,,,,,,,,629.9,,,,,,,105.7,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.0,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arenadata,118,39.73,,,,,,,14.0,,,,,,,,,,23.6,,,,,,,,,,,,23.0,,16.4,,,,,,,,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,,,,,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,,,,,,,,,,,,,,,,,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Иннотех,275,39.66,,,,,,,,,,,,,,,,,55.0,15.0,,,,,57.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,55.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mindbox,295,39.52,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,24.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,100.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP,244,39.18,,,,,,722.0,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
АльфаСтрахование,124,39.11,,,,,,13.0,,,,,,,,,,,13.0,,,,,,,,32.0,,,38.0,,,48.0,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzum,32,39.1,,,,,,3.0,,,,,,,,,,,9.0,,,,,,,12.0,3.0,,,,6.0,,12.0,,,,,,,,6.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTS AI,109,38.97,,14.0,,,,14.0,,,,,,,,,,,14.0,,,,,,10.0,45.9,39.0,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Финолаб,26,38.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STSS,209,38.75,,,,,,,,,,,,,,,,,141.3,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,56.8,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,,252.0,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Команда Цифровой Трансформации Татарстана,38,38.64,,,,,,12.0,,,,,,,,,,,,,,,,,,10.0,,,,,,,6.0,,,,,,9.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deiteriy Lab,89,38.62,,,,,,76.0,22.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Rights Center,335,38.35,,,,,,217.0,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,1043.0,,,,,,,,,,,,,,,,,,,,,,,,,186.0,,,,,,,,,,,,,,477.0,,,,,,,,,,109.0,,,,,,,,,,,,,,,,,,209.0,,,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МТТ,106,38.16,,,,,,,,,,,,,,,,,25.0,,,,,,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monq,23,38.15,,,,,,,12.0,,,,,,,,,,9.0,,,,,,,,,,,,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Северсталь,225,37.27,,,,,,,,,,,,,49.0,,,,24.0,27.0,,,,,,,,,,27.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Информационный центр,243,36.54,,,,,,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
НПО Криста,68,36.09,,,,,,,,,,,,,,,,,,,,,,,33.0,5.0,,,6.0,110.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СИГМА,75,35.85,,,,,,4.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Лига Ставок,90,35.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,46.7,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
Tele2,193,35.6,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,,25.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,8.0,,,,,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мир Plat.Form (НСПК),319,35.58,,43.0,,,,,76.0,,,,,,,,,,112.0,226.0,,,,,,,,,,,48.0,65.6,,,,,,,,,,,,,,,,,,,,,57.0,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.6,227.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOCAD,88,35.25,,,11.0,,,,,,,,,,,,11.0,,,,,,,,,16.0,,,9.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just AI,245,35.02,,,,,,,,,,,,,,,,,,,,,,,,62.6,,,,,,,,,38.0,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,30.5,,,,,,,,36.6,,,,,,,,,,,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,147.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,
